支付宝交易记录明细查询
账号:[demo@example.com]
起始日期:[2026-04-01 00:00:00]    终止日期:[2026-09-01 23:59:59]
----------------------交易记录明细列表--------------------
交易时间,交易分类,交易对方,对方账号,商品说明,收/支,金额,收/付款方式,交易状态,交易订单号,商家订单号,备注
2026-08-24 17:17:59,服饰装扮,优衣库,,服饰,支出,133.39,余额宝,交易成功,2026082400000466,,
2026-08-24 20:04:24,日用百货,拼多多,,日用品,支出,13.36,余额宝,交易成功,2026082400000467,,
2026-08-24 20:34:09,交通出行,滴滴出行,,快车行程,支出,34.03,余额宝,交易成功,2026082400000468,,
2026-08-24 21:09:15,交通出行,深圳地铁,,乘车码,支出,8.19,招商银行(1234),交易成功,2026082400000469,,
2026-08-24 21:50:10,餐饮美食,学校食堂,,就餐,支出,12.89,账户余额,交易成功,2026082400000470,,
2026-08-25 08:39:51,日用百货,拼多多,,日用品,支出,10.18,花呗,交易成功,2026082500000471,,
2026-08-25 15:21:37,生活缴费,中国移动,,话费充值,支出,86.82,花呗,交易成功,2026082500000472,,
2026-08-25 19:41:59,餐饮美食,学校食堂,,就餐,支出,17.94,招商银行(1234),交易成功,2026082500000473,,
2026-08-26 10:50:36,餐饮美食,学校食堂,,就餐,支出,16.27,花呗,交易成功,2026082600000474,,
2026-08-26 15:17:47,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,27.43,余额宝,交易成功,2026082600000475,,
2026-08-26 17:17:22,餐饮美食,学校食堂,,就餐,支出,19.66,招商银行(1234),交易成功,2026082600000476,,
2026-08-26 18:50:57,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,26.77,账户余额,交易成功,2026082600000477,,
2026-08-27 11:10:14,餐饮美食,学校食堂,,就餐,支出,12.39,账户余额,交易成功,2026082700000478,,
2026-08-28 15:53:50,交通出行,深圳地铁,,乘车码,支出,6.02,账户余额,交易成功,2026082800000479,,
2026-08-28 17:24:18,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,29.63,账户余额,交易成功,2026082800000480,,
2026-08-28 20:31:13,数码电器,嘉立创,,PCB打样+元器件,支出,123.28,招商银行(1234),交易成功,2026082800000481,,
2026-08-29 09:32:13,餐饮美食,学校食堂,,就餐,支出,10.28,账户余额,交易成功,2026082900000482,,
2026-08-29 13:35:22,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,18.41,账户余额,交易成功,2026082900000483,,
2026-08-29 16:30:08,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,26.48,招商银行(1234),交易成功,2026082900000484,,
2026-08-29 22:12:21,餐饮美食,学校食堂,,就餐,支出,11.71,余额宝,交易成功,2026082900000485,,
2026-08-30 08:26:09,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,8.72,招商银行(1234),交易成功,2026083000000486,,
2026-08-30 08:44:36,日用百货,沃尔玛,,超市购物,支出,56.41,余额宝,交易成功,2026083000000487,,
2026-08-30 12:47:50,数码电器,嘉立创,,PCB打样+元器件,支出,200.61,余额宝,交易成功,2026083000000488,,
2026-08-30 18:36:10,收入,导师,,助研津贴,收入,1336.07,账户余额,交易成功,2026083000000489,,
2026-08-31 19:41:57,餐饮美食,美团外卖,,午餐订单,支出,18.27,账户余额,交易成功,2026083100000490,,
2026-09-01 07:22:51,交通出行,滴滴出行,,快车行程,支出,42.90,招商银行(1234),交易成功,2026090100000491,,
2026-09-01 07:29:58,生活缴费,中国移动,,话费充值,支出,92.24,花呗,交易成功,2026090100000492,,
2026-09-01 07:58:16,收入,导师,,助研津贴,收入,987.95,账户余额,交易成功,2026090100000493,,
2026-09-01 08:16:47,交通出行,深圳地铁,,乘车码,支出,5.45,招商银行(1234),交易成功,2026090100000494,,
2026-09-01 08:36:03,生活缴费,国家电网,,电费,支出,162.34,账户余额,交易成功,2026090100000495,,
2026-09-01 08:59:44,交通出行,深圳地铁,,乘车码,支出,9.30,花呗,交易成功,2026090100000496,,
2026-09-01 09:14:33,交通出行,深圳地铁,,乘车码,支出,8.20,招商银行(1234),交易成功,2026090100000497,,
2026-09-01 09:18:43,交通出行,深圳地铁,,乘车码,支出,8.36,账户余额,交易成功,2026090100000498,,
2026-09-01 09:33:09,交通出行,哈啰单车,,骑行,支出,4.42,余额宝,交易成功,2026090100000499,,
2026-09-01 09:34:35,交通出行,哈啰单车,,骑行,支出,3.21,账户余额,交易成功,2026090100000500,,
2026-09-01 10:08:20,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,10.72,花呗,交易成功,2026090100000501,,
2026-09-01 10:11:15,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,16.96,花呗,交易成功,2026090100000502,,
2026-09-01 10:37:38,文化休闲,万达影城,,电影票,支出,53.66,花呗,交易成功,2026090100000503,,
2026-09-01 10:53:20,餐饮美食,学校食堂,,就餐,支出,8.29,账户余额,交易成功,2026090100000504,,
2026-09-01 10:56:28,交通出行,滴滴出行,,快车行程,支出,25.14,花呗,交易成功,2026090100000505,,
2026-09-01 11:03:16,收入,公司,,工资代发,收入,8000.00,招商银行(1234),交易成功,2026090100000506,,
2026-09-01 11:04:35,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,28.63,招商银行(1234),交易成功,2026090100000507,,
2026-09-01 11:48:02,交通出行,滴滴出行,,快车行程,支出,32.44,花呗,交易成功,2026090100000508,,
2026-09-01 11:59:53,交通出行,滴滴出行,,快车行程,支出,29.89,账户余额,交易成功,2026090100000509,,
2026-09-01 12:10:55,交通出行,滴滴出行,,快车行程,支出,19.17,账户余额,交易成功,2026090100000510,,
2026-09-01 12:17:36,服饰装扮,优衣库,,服饰,支出,150.61,花呗,交易成功,2026090100000511,,
2026-09-01 12:20:19,交通出行,深圳地铁,,乘车码,支出,10.85,余额宝,交易成功,2026090100000512,,
2026-09-01 12:24:14,交通出行,深圳地铁,,乘车码,支出,5.59,余额宝,交易成功,2026090100000513,,
2026-09-01 13:14:36,餐饮美食,美团外卖,,午餐订单,支出,21.28,招商银行(1234),交易成功,2026090100000514,,
2026-09-01 13:42:22,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,30.39,账户余额,交易成功,2026090100000515,,
2026-09-01 13:47:54,餐饮美食,学校食堂,,就餐,支出,8.67,余额宝,交易成功,2026090100000516,,
2026-09-01 14:07:35,交通出行,滴滴出行,,快车行程,支出,19.21,花呗,交易成功,2026090100000517,,
2026-09-01 14:17:34,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,10.63,余额宝,交易成功,2026090100000518,,
2026-09-01 14:19:48,交通出行,12306,,高铁票,支出,208.09,招商银行(1234),交易成功,2026090100000519,,
2026-09-01 14:28:25,餐饮美食,瑞幸咖啡,,生椰拿铁,支出,22.90,花呗,交易成功,2026090100000520,,
2026-09-01 14:31:30,餐饮美食,学校食堂,,就餐,支出,16.75,花呗,交易成功,2026090100000521,,
2026-09-01 14:33:04,日用百货,京东商城,,数码配件,支出,254.62,招商银行(1234),交易成功,2026090100000522,,
2026-09-01 14:50:15,餐饮美食,学校食堂,,就餐,支出,17.45,余额宝,交易成功,2026090100000523,,
2026-09-01 14:52:01,餐饮美食,学校食堂,,就餐,支出,11.51,花呗,交易成功,2026090100000524,,
2026-09-01 15:20:17,日用百货,沃尔玛,,超市购物,支出,132.33,招商银行(1234),交易成功,2026090100000525,,
2026-09-01 15:20:36,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.75,招商银行(1234),交易成功,2026090100000526,,
2026-09-01 15:27:43,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,6.85,花呗,交易成功,2026090100000527,,
2026-09-01 15:28:18,餐饮美食,美团外卖,,午餐订单,支出,28.67,余额宝,交易成功,2026090100000528,,
2026-09-01 15:29:40,交通出行,哈啰单车,,骑行,支出,3.80,花呗,交易成功,2026090100000529,,
2026-09-01 15:31:54,交通出行,滴滴出行,,快车行程,支出,23.49,招商银行(1234),交易成功,2026090100000530,,
2026-09-01 15:35:42,交通出行,深圳地铁,,乘车码,支出,4.50,余额宝,交易成功,2026090100000531,,
2026-09-01 15:44:02,学习教育,当当网,,图书,支出,63.24,花呗,交易成功,2026090100000532,,
2026-09-01 15:53:57,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,7.55,余额宝,交易成功,2026090100000533,,
2026-09-01 16:23:59,餐饮美食,美团外卖,,午餐订单,支出,20.49,招商银行(1234),交易成功,2026090100000534,,
2026-09-01 16:31:17,餐饮美食,美团外卖,,午餐订单,支出,18.66,招商银行(1234),交易成功,2026090100000535,,
2026-09-01 16:53:14,医疗健康,大药房,,药品,支出,17.57,余额宝,交易成功,2026090100000536,,
2026-09-01 17:05:54,交通出行,深圳地铁,,乘车码,支出,9.91,余额宝,交易成功,2026090100000537,,
2026-09-01 17:10:58,餐饮美食,美团外卖,,午餐订单,支出,32.43,花呗,交易成功,2026090100000538,,
2026-09-01 17:13:10,数码电器,嘉立创,,PCB打样+元器件,支出,87.13,余额宝,交易成功,2026090100000539,,
2026-09-01 17:14:00,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,39.31,花呗,交易成功,2026090100000540,,
2026-09-01 17:23:05,交通出行,哈啰单车,,骑行,支出,2.21,账户余额,交易成功,2026090100000541,,
2026-09-01 17:47:11,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,11.16,账户余额,交易成功,2026090100000542,,
2026-09-01 18:11:13,餐饮美食,学校食堂,,就餐,支出,8.91,花呗,交易成功,2026090100000543,,
2026-09-01 18:14:47,餐饮美食,学校食堂,,就餐,支出,10.06,花呗,交易成功,2026090100000544,,
2026-09-01 18:29:57,餐饮美食,蜜雪冰城,,冰鲜柠檬水,支出,9.83,招商银行(1234),交易成功,2026090100000545,,
2026-09-01 18:38:25,餐饮美食,学校食堂,,就餐,支出,19.12,账户余额,交易成功,2026090100000546,,
2026-09-01 18:38:51,交通出行,哈啰单车,,骑行,支出,1.69,余额宝,交易成功,2026090100000547,,
2026-09-01 18:42:05,交通出行,深圳地铁,,乘车码,支出,4.24,账户余额,交易成功,2026090100000548,,
2026-09-01 18:52:34,餐饮美食,学校食堂,,就餐,支出,13.22,招商银行(1234),交易成功,2026090100000549,,
2026-09-01 19:02:19,日用百货,沃尔玛,,超市购物,支出,119.88,账户余额,交易成功,2026090100000550,,
2026-09-01 19:16:12,日用百货,京东商城,,数码配件,支出,239.02,花呗,交易成功,2026090100000551,,
2026-09-01 19:16:22,日用百货,沃尔玛,,超市购物,支出,164.63,账户余额,交易成功,2026090100000552,,
2026-09-01 19:16:47,交通出行,深圳地铁,,乘车码,支出,11.70,花呗,交易成功,2026090100000553,,
2026-09-01 19:19:55,餐饮美食,肯德基,,香辣鸡腿堡套餐,支出,40.19,余额宝,交易成功,2026090100000554,,
2026-09-01 19:20:18,医疗健康,大药房,,药品,支出,72.99,余额宝,交易成功,2026090100000555,,
2026-09-01 19:35:36,餐饮美食,学校食堂,,就餐,支出,18.79,余额宝,交易成功,2026090100000556,,
2026-09-01 19:39:52,餐饮美食,沙县小吃,,拌面蒸饺,支出,16.22,招商银行(1234),交易成功,2026090100000557,,
2026-09-01 19:40:43,交通出行,12306,,高铁票,支出,504.67,账户余额,交易成功,2026090100000558,,
